👤UserName,⭐Rating,📝Content,💬DeveloperReply,📆Review_Year,📅Review_Month,📅Review_Day,⏰Review_Hour_12,🌓Review_AM_PM,🕰️Review_Period,🔢Comment_Length,📆Reply_Year,📅Reply_Month,📅Reply_Day,⏰Reply_Hour_12,🌓Reply_AM_PM,🧹Content_Clean,🎯 Theme,🧩 Subtheme,😊 Sentiment,🖊️ Notes,🌐 Language,Theme_GT,Subtheme_GT,Sentiment_GT
فهد,5,اول مره ادخل علا الموقع ولت عندي اي خلفيه بس بصراحه الله يعطيكم الف عافيه يارب,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,24,10,AM,Morning,78,2025,7,24,12,PM,اول مرة ادخل علا الموقع ولت عندي اي خلفيه بصراحه يعطيكم الف عافيه,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
محمد الحارثي,1,كويس,"شاكرين لك تقييمك , نتمنى لك دوام الصحة والعافية",2025,7,24,10,AM,Morning,4,2025,7,24,12,PM,كويس,User Experience & Sentiment,Ease Of Use,Positive,NA,Arabic,User Experience & Sentiment,Ease of Use,Positive
Samer Altalib,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,24,10,AM,Morning,5,2025,7,24,12,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
خالد عبدالله,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,24,10,AM,Morning,5,2025,7,24,12,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
حسين علي الحارثي,5,ممتاز هذا التطبيق وخدماته,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,24,9,AM,Morning,25,2025,7,24,12,PM,ممتاز هذا التطبيق وخدماته,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
محمود اللحياني,5,دمتم بصحة وعافية ودمتم سالمين..,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,24,9,AM,Morning,31,2025,7,24,12,PM,دمتم بصحة وعافية ودمتم سالمين.,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Hana Alhany,1,ماتنزل التحاليل في التطبيق,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,7,24,9,AM,Morning,26,2025,7,24,12,PM,ماتنزل التحاليل في التطبيق,Content & Services,Results Delivery,Negative,NA,Arabic,Content & Services,Results Delivery,Negative
عبود حجوري,5,جيد,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,24,9,AM,Morning,3,2025,7,24,12,PM,جيد,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
م ح م د الشهراني,5,ممتاز أسأل الله أن يحفظ حكومتنا ويديم علينا نعمة الأمن والأمان,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,24,9,AM,Morning,62,2025,7,24,12,PM,ممتاز اسال ان يحفظ حكومتنا ويديم علينا نعمة الامن والامان,Security & Support,Privacy / Permissions,Positive,NA,Arabic,Security & Support,Privacy / Permissions,Positive
عبدالرحمن هزازي,5,ممتاز جدا جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,24,8,AM,Morning,13,2025,7,24,12,PM,ممتاز جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
صالح أبوسديم البلوي,5,مشكلة مواعيد الأسنان,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,7,24,7,AM,Morning,20,2025,7,24,12,PM,مشكلة مواعيد الاسنان,Content & Services,Appointment Booking,Negative,NA,Arabic,Content & Services,Appointment Booking,Negative
Majed Alsharari,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,24,7,AM,Morning,5,2025,7,24,12,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Gh Bf,5,ممتاز ورابع,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,24,6,AM,Morning,11,2025,7,24,12,PM,ممتاز ورائع,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Hmood,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,24,6,AM,Morning,5,2025,7,24,12,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
ريهام الشمراني,5,الحمل,"شاكرين لك تقييمك , نتمنى لك دوام الصحة والعافية",2025,7,24,12,AM,Night,5,2025,7,24,12,PM,الحمل,Suggestions & UI Design,General,Neutral,NA,Arabic,Content & Services,General,Neutral
ابوعلي المولي,4,جيدجدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,23,10,PM,Night,6,2025,7,24,12,PM,جيدجدا,User Experience & Sentiment,Ease Of Use,Positive,NA,Arabic,User Experience & Sentiment,Ease of Use,Positive
See if it is enough I love you I love you,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,23,8,PM,Evening,5,2025,7,23,8,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
علي ابو يحي,5,شكراً,"شاكرين لك تقييمك , نتمنى لك دوام الصحة والعافية",2025,7,23,7,PM,Evening,5,2025,7,23,8,PM,شكرا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
فارس عبد القادر,5,بالتوفيق,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,23,6,PM,Evening,8,2025,7,23,7,PM,بالتوفيق,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Mohammed Al shrmani,5,شكرا لكم خدمه تتميزون فيها عن غيركم حفظكم الله,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,23,6,PM,Evening,46,2025,7,23,6,PM,شكرا لكم خدمه تتميزون فيها عن غيركم حفظكم,Content & Services,Teleconsultation,Positive,NA,Arabic,Content & Services,Teleconsultation,Positive
صالح العماري,5,شكرا لكم على برنامج,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,23,5,PM,Afternoon,19,2025,7,23,6,PM,شكرا لكم علي برنامج,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Ebtehaj Bakr,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,23,4,PM,Afternoon,5,2025,7,23,4,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
am wafy,5,ممتاز وبارك الله في جهودكم,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,23,3,PM,Afternoon,26,2025,7,23,4,PM,ممتاز وبارك في جهودكم,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
سالم,2,ماله داعي والله المواعيد بعض ظرف طارئ سنون طاحت او طحت ويبالك اشاعه في مستشفى وغيره يكفي فيه استقبال,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,7,23,2,PM,Afternoon,100,2025,7,23,2,PM,ماله داعي والله المواعيد بعض ظرف طاري سنون طاحت او طحت ويبالك اشاعه في مستشفي وغيره يكفي فيه استقبال,Content & Services,Appointment Booking,Negative,NA,Arabic,Content & Services,Appointment Booking,Negative
صالح شريف,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,23,2,PM,Afternoon,5,2025,7,23,2,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
محمد مبارك,5,مميز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,23,10,AM,Morning,4,2025,7,23,2,PM,مميز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
ابوفيصل الزهراني,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,23,10,AM,Morning,5,2025,7,23,2,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Mohammed ALOMARI,1,سي جذا,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,7,23,9,AM,Morning,6,2025,7,23,2,PM,سيئ جذا,User Experience & Sentiment,Overall Satisfaction,Negative,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Negative
ابو عبد العزيز,5,من أفضل البرامج علي الإطلاق,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,23,7,AM,Morning,27,2025,7,23,2,PM,من افضل البرامج علي الاطلاق,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Z7,5,"جزاكم الله كل خير ،،","شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,23,1,AM,Night,20,2025,7,23,2,PM,"جزاكم كل خير ،",User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Abu Ahmaduguyy,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,23,12,AM,Night,5,2025,7,23,2,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
بلقيس دحيمي,1,تطبيق فاشل,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,7,22,11,PM,Night,10,2025,7,23,2,PM,تطبيق فاشل,User Experience & Sentiment,Overall Satisfaction,Negative,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Negative
عبدالرزاق العموش الحمدي,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,22,10,PM,Night,5,2025,7,22,10,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
عابر طريق,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,22,10,PM,Night,5,2025,7,22,10,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
عبدالله العبدالله,5,🇸🇦❤️,"شاكرين لك تقييمك , نتمنى لك دوام الصحة والعافية",2025,7,22,9,PM,Evening,4,2025,7,22,10,PM,🇸🇦❤️,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
غرم الله,5,جيده,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,22,9,PM,Evening,4,2025,7,22,10,PM,جيده,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Marwan Hamad,1,مافيه منه فايده,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,7,22,9,PM,Evening,15,2025,7,22,10,PM,مافيه منه فايده,User Experience & Sentiment,Overall Satisfaction,Negative,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Negative
IBRAHIM ABR054,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,22,8,PM,Evening,5,2025,7,22,9,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
ahmed abdullah,1,في قصور كثثثييير,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,7,22,7,PM,Evening,16,2025,7,22,10,PM,في قصور كثير,User Experience & Sentiment,Overall Satisfaction,Negative,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Negative
salah abdoh,5,خدمه مميزه,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,22,6,PM,Evening,10,2025,7,22,7,PM,خدمه مميزه,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
الهجرس 1981,5,خدمه ممتازه جزاكم الله كل خير,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,7,22,5,PM,Afternoon,29,2025,7,22,6,PM,خدمه ممتازة جزاكم كل خير,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
